t,Elastic energy,Dissipated energy,Total energy,Number of iterations
0.0,0.0,0.0,0.0,0.0
0.08107735226227789,0.09604751915171761,0.0012718008365856126,0.09731931998830358,4.0
0.16215470452455577,0.35517100376648636,0.019259755014339665,0.37443075878082716,7.0
0.24323205678683366,0.7067229520325045,0.0851331563762892,0.7918561084087913,1.0
0.32430940904911154,1.031633101982986,0.2563563517217866,1.28798945370478,25.0
0.4053867613113894,0.03957349133411278,1.3113360649946255,1.350909556328736,30.0
0.4864641135736673,0.007665694411776926,1.286792247732503,1.294457942144292,21.0
0.5675414658359452,0.0057035931606169415,1.290796133632767,1.2964997267933858,3.0
0.6486188180982231,0.004513165505025307,1.2933420192317764,1.2978551847368143,3.0
0.7296961703605009,0.003753781073083952,1.2950704049432589,1.2988241860163434,2.0
0.8107735226227788,0.0032598998774086836,1.2963004512490186,1.2995603511264164,2.0
0.8918508748850568,0.002941569562447558,1.2972080325570017,1.3001496021194485,2.0
0.9729282271473346,0.0027459809895821643,1.2978972461038139,1.3006432270933936,2.0
1.0540055794096126,0.002640302713793683,1.29843313395767,1.3010734366714705,2.0
1.1350829316718904,0.002603186773593186,1.2988581224279037,1.3014613092015135,2.0
1.2161602839341683,0.002620238362503888,1.2992008783534368,1.301821116715942,2.0
1.2972376361964462,0.002681453369339156,1.299481352061801,1.3021628054311436,2.0
1.378314988458724,0.002779698644671948,1.2997137819155489,1.302493480560218,2.0
1.4593923407210019,0.0029097745732822654,1.2999085535294548,1.3028183281027526,2.0
1.5404696929832797,0.0030678172853268516,1.3000733880525226,1.3031412053378422,2.0
