t,Elastic energy,Dissipated energy,Total energy,Number of iterations
0.5,3.65082456656474,5.200989055103225,8.851813621667969,5.0
0.5,3.65082456656474,5.200989055103225,8.851813621667969,5.0
0.5,3.65082456656474,5.200989055103225,8.851813621667969,5.0
0.5,3.65082456656474,5.200989055103225,8.851813621667969,5.0
0.5,3.65082456656474,5.200989055103225,8.851813621667969,5.0
0.5,3.65082456656474,5.200989055103225,8.851813621667969,5.0
0.5,3.65082456656474,5.200989055103225,8.851813621667969,5.0
0.5,3.65082456656474,5.200989055103225,8.851813621667969,5.0
0.8235294117647058,4.163674553976455,5.292298772344656,9.455973326321116,5.0
0.8235294117647058,4.163674553976455,5.292298772344656,9.455973326321116,5.0
0.8235294117647058,4.163674553976455,5.292298772344656,9.455973326321116,5.0
0.8235294117647058,4.163674553976455,5.292298772344656,9.455973326321116,5.0
0.8235294117647058,4.163674553976455,5.292298772344656,9.455973326321116,5.0
0.8235294117647058,4.163674553976455,5.292298772344656,9.455973326321116,5.0
0.8235294117647058,4.163674553976455,5.292298772344656,9.455973326321116,5.0
0.8235294117647058,4.163674553976455,5.292298772344656,9.455973326321116,5.0
1.1470588235294117,4.767587339549591,5.4270838318404335,10.194671171390027,5.0
1.1470588235294117,4.767587339549591,5.4270838318404335,10.194671171390027,5.0
1.1470588235294117,4.767587339549591,5.4270838318404335,10.194671171390027,5.0
1.1470588235294117,4.767587339549591,5.4270838318404335,10.194671171390027,5.0
1.1470588235294117,4.767587339549591,5.4270838318404335,10.194671171390027,5.0
1.1470588235294117,4.767587339549591,5.4270838318404335,10.194671171390027,5.0
1.1470588235294117,4.767587339549591,5.4270838318404335,10.194671171390027,5.0
1.1470588235294117,4.767587339549591,5.4270838318404335,10.194671171390027,5.0
1.4705882352941178,5.419947633425883,5.614269756721592,11.034217390147466,7.0
1.4705882352941178,5.419947633425883,5.614269756721592,11.034217390147466,7.0
1.4705882352941178,5.419947633425883,5.614269756721592,11.034217390147466,7.0
1.4705882352941178,5.419947633425883,5.614269756721592,11.034217390147466,7.0
1.4705882352941178,5.419947633425883,5.614269756721592,11.034217390147466,7.0
1.4705882352941178,5.419947633425883,5.614269756721592,11.034217390147466,7.0
1.4705882352941178,5.419947633425883,5.614269756721592,11.034217390147466,7.0
1.4705882352941178,5.419947633425883,5.614269756721592,11.034217390147466,7.0
1.7941176470588236,6.092640956089535,5.86496118115054,11.957602137240066,8.0
1.7941176470588236,6.092640956089535,5.86496118115054,11.957602137240066,8.0
1.7941176470588236,6.092640956089535,5.86496118115054,11.957602137240066,8.0
1.7941176470588236,6.092640956089535,5.86496118115054,11.957602137240066,8.0
1.7941176470588236,6.092640956089535,5.86496118115054,11.957602137240066,8.0
1.7941176470588236,6.092640956089535,5.86496118115054,11.957602137240066,8.0
1.7941176470588236,6.092640956089535,5.86496118115054,11.957602137240066,8.0
1.7941176470588236,6.092640956089535,5.86496118115054,11.957602137240066,8.0
2.1176470588235294,6.758203843967739,6.196841528610301,12.955045372578049,11.0
2.1176470588235294,6.758203843967739,6.196841528610301,12.955045372578049,11.0
2.1176470588235294,6.758203843967739,6.196841528610301,12.955045372578049,11.0
2.1176470588235294,6.758203843967739,6.196841528610301,12.955045372578049,11.0
2.1176470588235294,6.758203843967739,6.196841528610301,12.955045372578049,11.0
2.1176470588235294,6.758203843967739,6.196841528610301,12.955045372578049,11.0
2.1176470588235294,6.758203843967739,6.196841528610301,12.955045372578049,11.0
2.1176470588235294,6.758203843967739,6.196841528610301,12.955045372578049,11.0
2.4411764705882355,7.3801350904753225,6.638372469258929,14.018507559734235,16.0
2.4411764705882355,7.3801350904753225,6.638372469258929,14.018507559734235,16.0
2.4411764705882355,7.3801350904753225,6.638372469258929,14.018507559734235,16.0
2.4411764705882355,7.3801350904753225,6.638372469258929,14.018507559734235,16.0
2.4411764705882355,7.3801350904753225,6.638372469258929,14.018507559734235,16.0
2.4411764705882355,7.3801350904753225,6.638372469258929,14.018507559734235,16.0
2.4411764705882355,7.3801350904753225,6.638372469258929,14.018507559734235,16.0
2.4411764705882355,7.3801350904753225,6.638372469258929,14.018507559734235,16.0
2.764705882352941,7.769860537459049,7.36010786963098,15.129968407090036,36.0
2.764705882352941,7.769860537459049,7.36010786963098,15.129968407090036,36.0
2.764705882352941,7.769860537459049,7.36010786963098,15.129968407090036,36.0
2.764705882352941,7.769860537459049,7.36010786963098,15.129968407090036,36.0
2.764705882352941,7.769860537459049,7.36010786963098,15.129968407090036,36.0
2.764705882352941,7.769860537459049,7.36010786963098,15.129968407090036,36.0
2.764705882352941,7.769860537459049,7.36010786963098,15.129968407090036,36.0
2.764705882352941,7.769860537459049,7.36010786963098,15.129968407090036,36.0
3.088235294117647,8.030527549710147,8.23313336374516,16.263660913455304,33.0
3.088235294117647,8.030527549710147,8.23313336374516,16.263660913455304,33.0
3.088235294117647,8.030527549710147,8.23313336374516,16.263660913455304,33.0
3.088235294117647,8.030527549710147,8.23313336374516,16.263660913455304,33.0
3.088235294117647,8.030527549710147,8.23313336374516,16.263660913455304,33.0
3.088235294117647,8.030527549710147,8.23313336374516,16.263660913455304,33.0
3.088235294117647,8.030527549710147,8.23313336374516,16.263660913455304,33.0
3.088235294117647,8.030527549710147,8.23313336374516,16.263660913455304,33.0
3.4117647058823533,8.224063412578253,9.190955409205007,17.41501882178325,38.0
3.4117647058823533,8.224063412578253,9.190955409205007,17.41501882178325,38.0
3.4117647058823533,8.224063412578253,9.190955409205007,17.41501882178325,38.0
