t,Elastic energy,Dissipated energy,Total energy,Time elapsed,Outer iterations,Inner iterations
0.0,0.0,92.43104071874833,92.43104071874833,0.0740165539998543,1.0,1.0
0.01,0.432554572242927,92.43104618938659,92.86360076162966,1.038086253000074,1.0,2.0
0.02,1.7300888952442075,92.43112716636631,94.16121606161032,1.0778439130001516,1.0,2.0
0.03,3.892213422538238,92.43147861301146,96.32369203554981,1.7757819889998245,2.0,4.0
0.04,6.918278178810891,92.43242581586198,99.3507039946727,1.6660152000001744,2.0,4.0
0.05,10.807370684926559,92.4344258865996,103.24179657152615,2.3827942630000507,3.0,6.0
0.06,15.558313403062135,92.43806948218779,107.99638288524991,1.6355209920000107,2.0,4.0
0.07,21.16966039577902,92.44408303031238,113.6137434260913,1.6408577140000489,2.0,4.0
0.08,27.639692705810198,92.45333191570887,120.09302462151915,1.6340833420001672,2.0,4.0
0.09,34.96641264309066,92.46682439168953,127.4332370347802,1.6516993110001295,2.0,4.0
0.1,43.147535122117844,92.48571800724989,135.6332531293677,1.6608648199999152,2.0,4.0
0.11,52.18048524785208,92.51131926872759,144.69180451657957,1.7113325400000576,2.0,4.0
0.12,62.06236565699675,92.54511289140581,154.60747854840275,2.353445214999965,3.0,6.0
0.13,72.78997654113151,92.58873760915935,165.37871415029107,2.4023662390000027,3.0,6.0
0.14,84.35976282143842,92.64403377391281,177.00379659535133,2.363347372000135,3.0,6.0
0.15,96.7678154167576,92.71303558666762,189.48085100342536,2.3430940819998796,3.0,6.0
0.16,110.00977683868963,92.79805722283132,202.8078340615209,2.2960224959999778,3.0,6.0
0.17,124.08096972387634,92.90155376213234,216.9825234860084,7.808914638000033,3.0,6.0
0.18,138.9759541680803,93.02654970355445,232.00250387163476,3.0313607160001084,4.0,8.0
0.19,154.6889870422129,93.17616140273353,247.86514844494604,3.00780937799982,4.0,8.0
0.2,171.21328620945906,93.35430662716206,264.5675928366212,3.9098215459998755,5.0,10.0
0.21,188.54124286822315,93.56545575266709,282.1066986208905,5.17128943900002,7.0,14.0
0.22,206.66407702416663,93.8149208624498,300.47899788661675,3.7108921209999153,5.0,10.0
0.23,225.570549928311,94.11005559617865,319.68060552448975,3.099790303999953,4.0,8.0
0.24,245.24658161416966,94.46048615630295,339.7070677704727,5.063195970999914,7.0,14.0
0.25,265.6710299772053,94.88203918765879,360.55306916486444,4.425394800999811,6.0,12.0
0.26,286.80712150662214,95.40463249373629,382.21175400035827,5.751081555000155,8.0,16.0
0.27,308.5499039734992,96.12259642314302,404.6725003966426,16.73296268099989,23.0,50.0
0.28,168.475556495858,243.11109645103022,411.58665294688785,386.13371404099985,536.0,1146.0
0.29,165.6718508588604,257.64969049808286,423.3215413569439,49.88105924799993,62.0,148.0
0.3,160.45663160125696,273.54844051788905,434.00507211914646,73.15357476500003,90.0,217.0
0.31,156.26710768330642,288.16447307358305,444.4315807568897,215.05458227000008,288.0,611.0
0.32,152.99588089817314,301.2427878446526,454.238668742826,136.24113046999992,180.0,388.0
0.33,156.59006501137068,307.16861442167436,463.75867943304456,48.09770973400009,57.0,139.0
0.34,147.29926954945603,325.4000312692519,472.69930081870814,150.43390233400032,194.0,428.0
0.35000000000000003,150.8343538611996,330.5375165185642,481.3718703797638,56.26386693399991,73.0,160.0
0.36,153.59975752987668,336.40079803456035,490.0005555644375,89.15543990900005,120.0,247.0
0.37,153.57549658538173,344.8439346130481,498.41943119842966,36.18790804199989,44.0,104.0
0.38,153.47455379357132,353.1051449496614,506.57969874323254,65.51476318599998,84.0,183.0
0.39,154.6687611115084,360.05871196620683,514.7274730777149,98.97961944999997,128.0,276.0
0.4,149.95727743880983,372.4396057850597,522.3968832238697,109.88377847799984,142.0,305.0
0.41000000000000003,138.58317809022577,391.0510744162391,529.6342525064651,225.53404412600003,295.0,615.0
0.42,112.03809776714044,415.7183469386898,527.7564447058303,111.08734042300011,138.0,304.0
0.43,117.36148388007886,415.79188454156997,533.1533684216487,4.833495167999899,6.0,12.0
0.44,122.80744112089803,415.8663447961526,538.6737859170503,3.344685077000122,4.0,8.0
0.45,128.37524489487814,415.9424119768129,544.3176568716912,2.5964656310002283,3.0,6.0
0.46,134.06419264168267,416.02069274108266,550.0848853827658,4.992048048000015,6.0,12.0
0.47000000000000003,139.87441724224408,416.10096960573117,555.9753868479746,3.4964220199999545,4.0,8.0
0.48,145.80374549847463,416.1852838527977,561.989029351272,2.6725334550001207,3.0,6.0
0.49,151.8531502600205,416.27250688681994,568.1256571468401,1.9228256020001027,2.0,4.0
0.5,158.02146727662114,416.36366785653377,574.3851351331548,2.6752979070001857,3.0,6.0
0.51,164.3090148660489,416.45830859773446,580.7673234637823,1.8789514370000688,2.0,4.0
