Elastic its,Damage its,Newton inner its,FP step,Newton step
1,1,1.0,0.2465961191245563,0.0
1,1,1.0,0.04739061146398135,0.0
1,1,1.0,0.016040055256529108,0.0
1,1,1.0,0.008258588201842115,0.0
1,1,1.0,0.0048321028616737025,0.0
1,1,1.0,0.0030555174496936428,0.0
1,1,1.0,0.0019980457548352273,0.0
1,1,1.0,0.0013357511171641881,0.0
1,1,1.0,0.0009055423678995631,0.0
1,1,1.0,0.000619875703973085,0.0
1,1,1.0,0.00042718656335373554,0.0
1,1,1.0,0.0002957960950548265,0.0
1,1,1.0,0.00020550978462111638,0.0
1,1,1.0,0.00014312794025441372,0.0
1,1,1.0,9.985694816455767e-05,0.0
