Iteration,Step size,Angle,Alpha,Beta,Alpha_opt,Beta_opt,Determinant,Curvature in AltMin direction
2,0.00525719189768887,0.6128431482279443,1.1155876605291941,0.0044494414886798875,1.1155876605291941,0.0044494414886798875,2.2977465100480593e-11,3.3337900617880223e-06
3,0.0007948726923336894,2.356058492809821,1.243625561942284,0.00523160643999584,1.243625561942284,0.00523160643999584,7.393454174541853e-15,4.500247996475082e-08
1,0.06411001593105715,1.22015692255556,1.329906514710871,0.00020438257380246414,1.329906514710871,0.00020438257380246414,5.038959679649628e-07,0.0003100626823879793
2,0.007024223845095032,0.6310803896052398,1.134314632070784,0.0009410382202061763,1.134314632070784,0.0009410382202061763,7.432481093854071e-11,5.8257709270037594e-06
3,0.0011631005298720735,2.328682734833559,1.2744578450074682,0.0012404518302756712,1.2744578450074682,0.0012404518302756712,2.976904505782489e-14,8.292164466183749e-08
4,0.00016550276500092569,0.5974371843995511,1.1268125514141027,-0.0002485240774262771,1.1268125514141027,-0.0002485240774262771,1.2958448068502868e-17,2.5536337489029393e-09
1,0.07635316619118819,1.2720452402156843,1.3890685962656497,0.0002781180323416861,1.3890685962656497,0.0002781180323416861,8.721826224753241e-07,0.00037548747485516287
2,0.00947712831532573,0.6639526488683247,1.1549619269878018,0.001045240514171943,1.1549619269878018,0.001045240514171943,2.5433476378371964e-10,1.0039105006853788e-05
3,0.00185226916638194,2.29164415386499,1.321917380099709,0.0013996696805525718,1.321917380099709,0.0013996696805525718,1.7560292107394903e-13,1.85987914846919e-07
4,0.00030184798899781474,0.6272507175069743,1.144714225348967,-0.00025500761054715295,1.144714225348967,-0.00025500761054715295,1.4867851541682794e-16,8.063238965405617e-09
1,0.09122288724901362,1.3227423700564571,1.4605671234531914,0.00038175565861385904,1.4605671234531914,0.00038175565861385904,1.4760980055224995e-06,0.00044872149788943716
2,0.012813004349676605,0.6970638371007637,1.1789828743865465,0.001109479177132005,1.1789828743865465,0.001109479177132005,8.673928805238413e-10,1.726907686361301e-05
3,0.0029672071135651472,2.255875231112618,1.3784132504317002,0.0015127569819891927,1.3784132504317002,0.0015127569819891927,1.0281360743799823e-12,4.150633117205871e-07
4,0.0005536599627895536,0.6574894829801728,1.1659573967509813,-0.00029119692071995006,1.1659573967509813,-0.00029119692071995006,1.726102614105209e-15,2.5587382879166398e-08
1,0.1095754107604003,1.3721660481533569,1.548545328107095,0.0005313511393888637,1.548545328107095,0.0005313511393888637,2.4473292710925056e-06,0.0005290261910886329
2,0.017422054153664168,0.7306747839198019,1.2074400154634353,0.001084972224121924,1.2074400154634353,0.001084972224121924,2.9895608455972923e-09,2.9833307962690014e-05
3,0.0048114176768535325,2.22172222836853,1.4464663754755978,0.0015112656601430736,1.4464663754755978,0.0015112656601430736,6.093918370540775e-12,9.299200200985069e-07
4,0.0010295864965575688,0.6888686919705018,1.1920043654046557,-0.0002558827259546588,1.1920043654046557,-0.0002558827259546588,2.0929679912814487e-14,8.276242624560837e-08
5,0.00031393033584466867,2.283564734152665,1.4340137216921858,0.0005997169919267879,1.4340137216921858,0.0005997169919267879,8.827925733389002e-17,3.569596174202161e-09
1,0.13266487532546928,1.4201217045345658,1.6592818722212423,0.0007550447430799281,1.6592818722212423,0.0007550447430799281,3.9750624896186145e-06,0.0006143669021980713
2,0.023928957429047475,0.7652343811641018,1.2420226770677332,0.0008750394382779202,1.2420226770677332,0.0008750394382779202,1.0583786373828042e-08,5.211570658048004e-05
3,0.007960561393512394,2.1896482617608104,1.5298797043477714,0.0012516113200708983,1.5298797043477714,0.0012516113200708983,3.744809254330698e-11,2.1143288790881343e-06
4,0.00195980638820499,0.7215776729762309,1.2238634821363166,-0.00017069384565938453,1.2238634821363166,-0.00017069384565938453,2.752794424118539e-13,2.7766066068579676e-07
5,0.0007185506927149172,2.2541763391359857,1.5161460662580548,0.0008138045891702255,1.5161460662580548,0.0008138045891702255,2.026664579089222e-15,1.5700152289355174e-08
1,0.16269670801545397,1.4669404411171525,1.8035399389533502,0.00110239953323713,1.8035399389533502,0.00110239953323713,6.354455021772372e-06,0.0007026259432905135
2,0.033435076815999595,0.8008252071436206,1.285208569403131,0.00027699003511142957,1.285208569403131,0.00027699003511142957,3.9440622610599424e-08,9.309448989824887e-05
3,0.013581029000736624,2.1601254075890677,1.6342197910991376,0.000425708781221745,1.6342197910991376,0.000425708781221745,2.46427277691776e-10,4.950516540702665e-06
4,0.003870381604477864,0.7565710201176628,1.264443587489979,4.096362057882257e-05,1.264443587489979,4.096362057882257e-05,4.131750484771012e-12,9.88412466540467e-07
5,0.0017313985610257262,2.229166729274885,1.6175768763820335,0.0008398637928279917,1.6175768763820335,0.0008398637928279917,5.449277926118426e-14,7.443452432198683e-08
6,0.0005171697711579572,0.6769711452554297,1.256490016922804,-0.00065636556420654,1.256490016922804,-0.00065636556420654,9.903763498753481e-16,1.5609657566528767e-08
1,0.20330887217799246,1.512165833024963,1.9996035705418054,0.001677037471504067,1.9996035705418054,0.001677037471504067,9.982996825143513e-06,0.0007880954620986813
2,0.04798518885053615,0.8382600781135197,1.3417288879113831,-0.0011661863046302135,1.3417288879113831,-0.0011661863046302135,1.5991065722174063e-07,0.00017250873986540682
3,0.024261446717423654,2.1341516749936535,1.7670699518676531,-0.0016971518268782233,1.7670699518676531,-0.0016971518268782233,1.821855180222393e-09,1.220885275188266e-05
4,0.008086803136749001,0.7959566687149784,1.3192972323558154,0.0005376893792196018,1.3192972323558154,0.0005376893792196018,7.613818853715963e-11,3.853496195915795e-06
5,0.00451056273630578,2.21070248986731,1.7460877454487846,0.0005881794437698685,1.7460877454487846,0.0005881794437698685,1.8868363881492697e-12,3.983902843174292e-07
6,0.001577310217806572,0.7164450944942519,1.3096680916898524,-0.0006401001442835621,1.3096680916898524,-0.0006401001442835621,8.497662253556155e-14,1.3143659316483536e-07
7,0.0008627100595027148,2.2565211105865033,1.7327890223938678,0.0009111497058973118,1.7327890223938678,0.0009111497058973118,2.2940042980460837e-15,1.4009685855853604e-08
8,0.00031118880699964886,0.6736739100205229,1.3065072040324874,-0.0005195455322971457,1.3065072040324874,-0.0005195455322971457,1.064585766884779e-16,4.683101906266529e-09
1,0.26166747203881047,1.5556634462300951,2.2840201895824856,0.0027119073153139437,2.2840201895824856,0.0027119073153139437,1.5395965964831043e-05,0.0008612224062289897
2,0.07189593497215617,0.8784319566132385,1.4204980799584819,-0.004619262043645942,1.4204980799584819,-0.004619262043645942,7.442353183254707e-07,0.00033973400417153243
3,0.0463962570004576,2.1132481522433273,1.937643501306531,-0.007009884972365931,1.937643501306531,-0.007009884972365931,1.6317711790499402e-08,3.28982373503095e-05
4,0.018411183180253973,0.8436165038807475,1.400352632272586,0.0017854172900564481,1.400352632272586,0.0017854172900564481,1.9124330108520388e-09,1.7184343846565753e-05
5,0.013208527615933207,2.203230973437968,1.9110887518480888,-0.0006187041392785147,1.9110887518480888,-0.0006187041392785147,9.744842593544785e-11,2.5891599761962425e-06
6,0.0055269873435043,0.7659679373491888,1.3905362966914696,-0.0003662076803157715,1.3905362966914696,-0.0003662076803157715,1.2403397048174682e-11,1.411405378348718e-06
7,0.003913320932579206,2.2497281474685127,1.8984682164560471,0.000753751340439272,1.8984682164560471,0.000753751340439272,6.973133946118343e-13,2.206854787800694e-07
8,0.0016906718715146518,0.7183118866082483,1.3847837512293315,-0.0005918641511131589,1.3847837512293315,-0.0005918641511131589,9.213188769113831e-14,1.226136987497739e-07
9,0.0011795789907048395,2.2803842099706255,1.8915830428211367,0.0008008886804082042,1.8915830428211367,0.0008008886804082042,5.4388412483683e-15,1.9559138308977708e-08
10,0.0005220077728102915,0.682695895403691,1.3805162237915676,-0.0005124336195413542,1.3805162237915676,-0.0005124336195413542,7.369087711991362e-16,1.101886937249219e-08
1,0.3545386825820289,1.5969103886321208,2.7421050926980346,0.004847333670809294,2.7421050926980346,0.004847333670809294,2.327772041594165e-05,0.0009055192262508172
2,0.1160538200477923,0.9227841089358131,1.5404709250710116,-0.01357159514560768,1.5404709250710116,-0.01357159514560768,4.411179304549636e-06,0.0007472322657235964
3,0.09823331074422877,2.0995378232801225,2.1485531715672757,-0.021210608686762417,2.1485531715672757,-0.021210608686762417,2.04857778440962e-07,0.00010439197927780697
4,0.04808937117180252,1.548588404112897,1.5454998040028571,3.9031515358683726e-05,1.5454998040028571,3.9031515358683726e-05,0.0007868411672403548,9.352441617238583e-05
5,0.04684853944047525,2.2193342534845404,2.145263572104342,0.002566812955759124,2.145263572104342,0.002566812955759124,9.948857591689296e-09,2.356370549705389e-05
6,0.024766161157214986,1.5552534147848125,1.539970556526406,1.3228948343948925e-05,1.539970556526406,1.3228948343948925e-05,0.00025226781412427746,2.273709247901934e-05
7,0.0245155913730898,2.2689176670728854,2.1870676274313543,0.0006597944613533751,2.1870676274313543,0.0006597944613533751,6.951878551887637e-10,6.0803027963629575e-06
8,0.014144863341255075,1.5611478179640355,1.5529626444791635,6.516345793179057e-06,1.5529626444791635,6.516345793179057e-06,7.893805282162115e-05,6.748824603164394e-06
9,0.014151522404533209,2.316198055890061,2.2353205225610995,-9.452052107925551e-07,2.2353205225610995,-9.452052107925551e-07,7.550511272096651e-11,1.9591858517742367e-06
10,0.008940900792800856,0.6668657689370298,1.566753426372895,0.0019411993071859488,1.566753426372895,0.0019411993071859488,5.615801813293299e-11,2.4770233153503796e-06
11,0.008890606368037521,0.7850862440356681,2.264806325448008,0.0028565608377553965,2.264806325448008,0.0028565608377553965,1.2240199959364323e-11,7.750013537588529e-07
12,0.00607567021443643,1.565737758721032,1.5812167274961506,1.6494982288711607e-06,1.5812167274961506,1.6494982288711607e-06,1.3489660655981369e-05,1.0729048653956852e-06
13,0.005952450522279603,0.7546992462326872,2.2768838742872775,0.0003889667297589303,2.2768838742872775,0.0003889667297589303,2.599942004440769e-12,3.565266410987533e-07
14,0.0042717582375949355,0.580167990008806,1.5822988674000416,0.0014917981520292465,1.5822988674000416,0.0014917981520292465,2.469363440265798e-12,5.130163458488823e-07
15,0.0041066990687595615,0.7407072943031855,2.2768267875689543,0.002438790415312888,2.2768267875689543,0.002438790415312888,6.235689418367328e-13,1.741871642479964e-07
16,0.0030401257523687015,0.5621796197331828,1.584481651128526,0.0014086846218950004,1.584481651128526,0.0014086846218950004,6.136580321600618e-13,2.5532432346153655e-07
17,0.002884659126359147,0.7325814835784511,2.2707883962261977,0.002236646070673686,2.2707883962261977,0.002236646070673686,1.5937678866584346e-13,8.828652653392055e-08
18,0.0021702168876058902,0.5532187078705901,1.5854412547716028,0.0013706712913166988,1.5854412547716028,0.0013706712913166988,1.5796364469813896e-13,1.2945605476488709e-07
19,0.002042547422424554,0.7291705011791554,2.2637259126022093,0.0021331342997676847,2.2637259126022093,0.0021331342997676847,4.172859110470655e-14,4.530289743343019e-08
20,0.0015498357561133437,0.5499042172863352,1.5863529084467742,0.0013866941666304746,1.5863529084467742,0.0013866941666304746,4.13223570139001e-14,6.616579639739939e-08
21,0.0014522026325838305,0.7283368214622266,2.256275673356407,0.002090162923721663,2.256275673356407,0.002090162923721663,1.1057056718861433e-14,2.3387542569253128e-08
22,0.0011066980492214842,0.5500670363171487,1.5877732529933821,0.0013979227324441902,1.5877732529933821,0.0013979227324441902,1.0902386787892458e-14,3.395069825273822e-08
23,0.001034811646315526,0.7288510017953961,2.2482197889194726,0.0020345509788312183,2.2482197889194726,0.0020345509788312183,2.951934281399857e-15,1.212191591548617e-08
24,0.0007903247114386964,0.5524291582049992,1.5901733835979062,0.001364068205487155,1.5901733835979062,0.001364068205487155,2.890929846846149e-15,1.7453544387535658e-08
25,0.0007382967033323697,0.7297800382310031,2.23837752322063,0.001985570676850487,2.23837752322063,0.001985570676850487,7.931012493745382e-16,6.307118383119814e-09
1,0.5375528496279725,1.6337353350685957,3.6698795579462278,0.010848323307333457,3.6698795579462278,0.010848323307333457,3.4007460847327084e-05,0.000878013351723439
2,0.2229929252563937,1.4940834978879423,1.7541278599351071,7.887484809016636e-05,1.7541278599351071,7.887484809016636e-05,0.019593048405936748,0.0021254205505556456
3,0.2649218052747911,2.1295841625291505,2.3899428485686744,-0.11820381486506198,2.3899428485686744,-0.11820381486506198,7.772245249845307e-06,0.000560059721124162
4,0.21507898141961704,1.4909047696894728,2.10477909790193,0.004363615474004865,2.10477909790193,0.004363615474004865,0.009214283847056035,0.001006608263594444
5,0.2919042200861482,2.4158374664860696,2.104645892781171,-0.003923453846667686,2.104645892781171,-0.003923453846667686,1.8329659182039994e-05,0.0010764910946932105
6,0.2217026545646259,1.4782388210213497,2.033000669281898,0.00010764678829874471,2.033000669281898,0.00010764678829874471,0.015261050703725769,0.0011865627640190723
7,0.3039923976361291,2.4153798440151113,2.076878953761223,-0.008370197365955574,2.076878953761223,-0.008370197365955574,2.0293650558865686e-05,0.0011489331848792972
8,0.21486509934416054,1.5019202536699134,1.9282703433667594,0.0005488243466503158,1.9282703433667594,0.0005488243466503158,0.012157379589622782,0.0012871050730041134
9,0.32058874518411284,0.7675825190592741,2.2878235960756927,-0.013977396888247685,2.2878235960756927,-0.013977396888247685,2.107221171140156e-05,0.0010260271478159666
10,0.21543460235932857,1.4859545810705799,1.7582693065403026,0.000374135122318076,1.7582693065403026,0.000374135122318076,0.01863286164976937,0.0016164399692115694
11,0.31676947047822934,0.8191410803457325,2.40815032734972,-0.0007215060857111447,2.40815032734972,-0.0007215060857111447,1.7941895484946794e-05,0.000888414236214885
12,0.20744021280299144,1.4855552556095744,1.6766342502874882,0.00024263336962317773,1.6766342502874882,0.00024263336962317773,0.019938825892514025,0.0017226990854055657
13,0.3027746269564147,0.8557856636971306,2.4792072734930084,0.003849240374361709,2.4792072734930084,0.003849240374361709,1.4357166425582035e-05,0.0007712423941939051
14,0.19517398841893127,1.4891594630709415,1.641427067699058,0.000296452281817682,1.641427067699058,0.000296452281817682,0.018788902618134838,0.0016574604678112337
15,0.2873966568042353,0.8774417750145369,2.5373568875464794,0.007073349843631935,2.5373568875464794,0.007073349843631935,1.1465672530317297e-05,0.0006737526434790198
16,0.18721590639162822,1.4934226960734136,1.643611168070846,0.00010880450832734137,1.643611168070846,0.00010880450832734137,0.018525343128055042,0.0015785997778152705
17,0.28017316879070575,0.8783768502455156,2.5633675234123516,0.010515181255511579,2.5633675234123516,0.010515181255511579,1.081679435033424e-05,0.0006465520658025525
18,0.1860510027315242,1.4920477016868072,1.655678718692754,0.0001043156384237334,1.655678718692754,0.0001043156384237334,0.01848765203391969,0.0015974292814462387
19,0.28166916494457833,0.8743194992373627,2.560305462180178,0.011004822437014644,2.560305462180178,0.011004822437014644,1.1920495504457002e-05,0.000678852352280046
20,0.18762521641350816,1.494238353352147,1.656694760812204,2.2867676378905145e-05,1.656694760812204,2.2867676378905145e-05,0.02100446953137461,0.0016910713910647246
21,0.28736202279664474,0.8795854931856706,2.5686950425410604,0.009502726963211073,2.5686950425410604,0.009502726963211073,1.3512892610450672e-05,0.0007217337648626199
22,0.18957930207849044,1.495011337252172,1.6459170292881842,0.00010081759317018442,1.6459170292881842,0.00010081759317018442,0.02177052479634459,0.0018230217223731415
23,0.2919224409064321,0.8916666520994084,2.5777732650233895,0.009285418339851897,2.5777732650233895,0.009285418339851897,1.4943237849131108e-05,0.0007568494213501253
24,0.1896068261156386,1.4958402368168802,1.6322044933476338,8.0473940512477e-05,1.6322044933476338,8.0473940512477e-05,0.0231724784466171,0.001933338642572835
25,0.29403257826776813,0.9076927003999743,2.593000814513173,0.00911901614534152,2.593000814513173,0.00911901614534152,1.5697096100668895e-05,0.0007721105413338591
26,0.18834738961454017,1.4965804948767172,1.6228219872606422,0.00010145116897516072,1.6228219872606422,0.00010145116897516072,0.02200138107749199,0.002006570581613687
27,0.29412445442907126,0.9217092772463303,2.60177587313924,0.009910382183492572,2.60177587313924,0.009910382183492572,1.6155546907243607e-05,0.0007805663196336354
28,0.18640190085514277,1.4993911250690215,1.6189820229970806,5.59824477694944e-05,1.6189820229970806,5.59824477694944e-05,0.024548410630075207,0.002051882354976442
29,0.29421036937624634,0.9333702250986561,2.610646836212058,0.010200118547951815,2.610646836212058,0.010200118547951815,1.660023345547048e-05,0.0007888325992553291
30,0.18533797050222958,1.50050082440827,1.6195990207898787,0.00010218712664427938,1.6195990207898787,0.00010218712664427938,0.0255909188503073,0.002098391690367407
31,0.295194724200726,0.9416917740585633,2.610854639830085,0.011005326214732061,2.610854639830085,0.011005326214732061,1.7489649001095536e-05,0.0008089537529940571
32,0.18406665687777068,0.9611806575565064,1.6008928978365797,0.02119455622415487,1.6008928978365797,0.02119455622415487,4.832961484785637e-05,0.0021589315039136636
33,0.2857278813652469,0.9572806551862479,2.5094655272023116,0.042580388281903046,2.5094655272023116,0.042580388281903046,1.871887804946646e-05,0.0008396040258276116
34,0.1825406771145533,1.0171453628434468,1.6524852908891876,0.02163000637407018,1.6524852908891876,0.02163000637407018,4.7328001352277175e-05,0.002050660926556702
35,0.28356508518736434,0.9413718750855521,2.415102740778055,0.037500326492650705,2.415102740778055,0.037500326492650705,2.147425321033008e-05,0.0009312982127198666
36,0.18197037443607944,1.0593172223848335,1.688074407945955,0.022529275860089123,1.688074407945955,0.022529275860089123,4.739454936778227e-05,0.0019959618409188806
37,0.28301225639348354,0.9332281522202454,2.3571864670771276,0.0343923095551743,2.3571864670771276,0.0343923095551743,2.3853676653287824e-05,0.0010041709317647474
38,0.18209638890586322,1.0907825476015347,1.7142336805747325,0.02283827662533241,1.7142336805747325,0.02283827662533241,4.817481196516752e-05,0.001975010959483825
39,0.28320762465217914,0.9284022102440868,2.3163930188168225,0.03255527135052254,2.3163930188168225,0.03255527135052254,2.609463838756387e-05,0.001067597721544189
40,0.18268380021995537,1.115793192117018,1.7344733604109135,0.02298526591133298,1.7344733604109135,0.02298526591133298,4.94241192508533e-05,0.001972988265379172
41,0.28369781025074203,0.9250899760479259,2.2833391597940516,0.03134661398370754,2.2833391597940516,0.03134661398370754,2.8261323982170616e-05,0.0011259994532224482
42,0.18333493162099854,1.137604652936366,1.7516673347314595,0.02305025768600567,1.7516673347314595,0.02305025768600567,5.063532669535532e-05,0.0019744770881402474
43,0.2844004522716656,0.9233506350421571,2.2578473731748163,0.03034693700561957,2.2578473731748163,0.03034693700561957,3.02781530480461e-05,0.0011779688621231799
44,0.18436808243983124,1.1562514709731238,1.7681211600926288,0.023051448139924186,1.7681211600926288,0.023051448139924186,5.20392425514116e-05,0.0019807490247103487
45,0.28595632059062,0.9215155887273976,2.2377115740974065,0.029725427286896377,2.2377115740974065,0.029725427286896377,3.254979408023878e-05,0.0012316099331428632
46,0.18632033155722688,1.1719224939210129,1.7842311511664892,0.02319815955040878,1.7842311511664892,0.02319815955040878,5.4383337583687076e-05,0.0020040824732632245
47,0.2889558916423446,0.9188835948426444,2.218751216035522,0.029433088482758458,2.218751216035522,0.029433088482758458,3.5585873818765236e-05,0.0012976380175473423
48,0.1890508888552745,1.1865362318385975,1.79815443761807,0.02354282864319743,1.79815443761807,0.02354282864319743,5.7847891293242435e-05,0.0020481243169570007
49,0.2929820582893576,0.91706447975541,2.201002291626638,0.029210005687406806,2.201002291626638,0.029210005687406806,3.9280719936565025e-05,0.0013731920772670492
50,0.19216160464272927,1.2003538479747222,1.8096396087465099,0.023936983601943743,1.8096396087465099,0.023936983601943743,6.202896618404906e-05,0.00210475812605182
51,0.2974865046015993,0.9162400372256572,2.185557282735543,0.02920536215511091,2.185557282735543,0.02920536215511091,4.339694636704232e-05,0.0014522092088782301
52,0.19561769218492894,1.2133426585201892,1.820210761578666,0.02436474945170521,1.820210761578666,0.02436474945170521,6.682299920421274e-05,0.0021692839131901565
53,0.3024476065596407,0.9157662856821839,2.1712149547156008,0.029317635224637324,2.1712149547156008,0.029317635224637324,4.8056032866943246e-05,0.0015367744818490792
54,0.19931982759379452,1.2255632097112497,1.829556584214428,0.024820376283786007,1.829556584214428,0.024820376283786007,7.222996496122921e-05,0.0022412374810301117
55,0.3077470310168323,0.9157982632401417,2.158573802056411,0.029419397088681177,2.158573802056411,0.029419397088681177,5.3179804984596634e-05,0.0016247183397126719
56,0.2031938702182399,1.237001966686125,1.8380194619330237,0.025287818018802217,1.8380194619330237,0.025287818018802217,7.823322213234508e-05,0.002319233183925462
57,0.3133594334061278,0.9158069951542654,2.1467572166033992,0.02970699503053429,2.1467572166033992,0.02970699503053429,5.8875809208326006e-05,0.001717174762063678
58,0.20726198809760724,1.247737485342208,1.8455693251566094,0.02581721632306489,1.8455693251566094,0.02581721632306489,8.48962735982679e-05,0.0024033564390606443
59,0.319235700986652,0.9160490811393497,2.1361439794746397,0.029980773510695294,2.1361439794746397,0.029980773510695294,6.510515692740836e-05,0.0018130208476350163
60,0.21164898288035155,1.2578784236739016,1.8538992579807314,0.026324934136220238,1.8538992579807314,0.026324934136220238,9.221623666527932e-05,0.002490838481492119
61,0.3258134726241259,0.9162377986743077,2.1272761571481156,0.03033569445387722,2.1272761571481156,0.03033569445387722,7.234458883297902e-05,0.0019172909350118061
62,0.2166335321196485,1.2668038889492472,1.8616070623296106,0.02693054121327405,1.8616070623296106,0.02693054121327405,0.00010121245266050948,0.002595576026180879
63,0.3332943472819934,0.916289917340237,2.1187829746830946,0.03079166083772114,2.1187829746830946,0.03079166083772114,8.108147635573263e-05,0.002035710517361622
