t,Elastic energy,Dissipated energy,Total energy,Number of iterations
0.0,0.0,0.0,0.0,0.0
0.08107735226227789,0.09604735914107122,0.0012717984627806766,0.09731915760385193,20.0
0.16215470452455577,0.355170943369324,0.019259748362766452,0.3744306917320877,22.0
