t,Elastic energy,Dissipated energy,Total energy,Time elapsed,Outer iterations,Inner iterations
0.5,3.6507819839739764,5.201018559247207,8.851800543221206,0.39990407699997377,6.0,18.0
0.8235294117647058,4.163641282413725,5.292326429286335,9.45596771169996,0.3212994680000065,4.0,12.0
1.1470588235294117,4.767400193191845,5.4272530931175,10.194653286309476,0.3479044870000507,5.0,15.0
1.4705882352941178,5.419765279603428,5.614442241083504,11.034207520687046,0.588177357999939,9.0,27.0
1.7941176470588236,6.09210238387594,5.86548266804896,11.957585051924806,0.3891397400000187,6.0,18.0
2.1176470588235294,6.7575071119883265,6.197524833077892,12.955031945066207,0.5623623750000206,9.0,27.0
2.4411764705882355,7.378269234154715,6.640221573920475,14.018490808075342,1.6903465479999795,29.0,87.0
2.764705882352941,7.7923199119796,7.340322681895771,15.132642593875369,1.4335040050000316,20.0,78.0
3.088235294117647,8.034604570300866,8.233633348189878,16.268237918490637,1.5791469069999948,23.0,82.0
3.4117647058823533,8.23698916802504,9.184360940780314,17.42135010880525,1.6371322319998853,23.0,88.0
3.735294117647059,8.356386834939066,10.23105473041359,18.587441565352403,1.7003382620000593,25.0,95.0
4.0588235294117645,8.386701251251294,11.371784995793455,19.75848624704471,2.1113096470000983,31.0,122.0
4.382352941176471,8.329176843229044,12.596721284772947,20.925898128001723,1.6206093260000216,23.0,96.0
4.705882352941177,8.192168485794967,13.889666881779108,22.081835367574136,2.0428695470000093,31.0,119.0
5.029411764705882,7.985789307959003,15.235610870747191,23.221400178705927,1.8698406659998454,30.0,109.0
5.352941176470589,7.715217636827854,16.63200214420293,24.34721978103096,2.865887149999935,48.0,166.0
5.676470588235294,7.3893281193609175,18.097714765900555,25.487042885261413,3.295514965999928,55.0,189.0
6.0,7.161639666767438,19.74481376302292,26.906453429790503,2.5465610860001107,42.0,160.0
