Elastic its,Damage its,Newton inner its,FP step,Newton step
1,1,1.0,0.2213028920020802,0.0
1,1,1.0,0.11070411336093926,0.0
1,1,1.0,0.09653658076685377,0.0
1,1,1.0,0.09357410178954018,0.0
1,1,1.0,0.09488697558697322,0.0
1,1,1.0,0.09996518507639027,0.0
1,1,1.0,0.11058027739964754,0.0
1,1,1.0,0.12936649526271352,0.0
1,1,1.0,0.15011417247378434,0.0
1,1,1.0,0.16098629143792684,0.0
1,1,1.0,0.15017451895448122,0.0
1,1,1.0,0.1350045706587122,0.0
1,1,1.0,0.03851915454643221,0.0
1,1,1.0,0.05042698975669274,0.0
1,1,1.0,0.11831351882142381,0.0
1,1,1.0,0.009437531123355889,0.0
1,1,1.0,2.2975214874623638e-05,0.0
