Elastic its,Damage its,Newton inner its,FP step,Newton step
1,1,1.0,2.2677283572155233,0.0
1,1,1.0,8.248917859166442e-16,0.0
Elastic its,Damage its,Newton inner its,FP step,Newton step
1,1,1.0,0.07756228084710484,0.0
1,1,1.0,0.0010852502584390686,0.0
1,1,1.0,4.8340674280360436e-05,0.0
Elastic its,Damage its,Newton inner its,FP step,Newton step
1,1,1.0,0.23004357210611787,0.0
1,1,1.0,0.012415398696538368,0.0
1,1,1.0,0.002299986722987944,0.0
1,1,1.0,0.00047060899128958787,0.0
1,1,1.0,9.884835486583261e-05,0.0
Elastic its,Damage its,Newton inner its,FP step,Newton step
1,1,1.0,0.37678164689023685,0.0
1,1,1.0,0.045211374048636545,0.0
1,1,1.0,0.01977108348456898,0.0
1,1,1.0,0.010092570719884928,0.0
1,1,1.0,0.005491854403503351,0.0
1,1,1.0,0.0030916945860513575,0.0
1,1,1.0,0.001776875208569528,0.0
1,1,1.0,0.0010357555201076167,0.0
1,1,1.0,0.0006102590286546018,0.0
1,1,1.0,0.0003627410133091795,0.0
1,1,1.0,0.0002172631277577214,0.0
1,1,1.0,0.00013101178230229157,0.0
1,1,1.0,7.948122481094678e-05,0.0
Elastic its,Damage its,Newton inner its,FP step,Newton step
1,1,1.0,0.5144455007421602,0.0
1,1,1.0,0.1102050791818062,0.0
1,1,1.0,0.08442036095588942,0.0
1,1,1.0,0.07608900854177708,0.0
1,1,1.0,0.07460118725347105,0.0
1,1,1.0,0.0767489199168686,0.0
1,1,1.0,0.0789247455140448,0.0
1,1,1.0,0.08016052685455022,0.0
1,1,1.0,0.08141193199758368,0.0
1,1,1.0,0.08336343280582628,0.0
1,1,1.0,0.08508448012691446,0.0
1,1,1.0,0.08660409701718504,0.0
1,1,1.0,0.08832940749720354,0.0
1,1,1.0,0.09015379586791908,0.0
1,1,1.0,0.09210641655233993,0.0
1,1,1.0,0.09384730790185279,0.0
1,1,1.0,0.09532527558178686,0.0
1,1,1.0,0.0972972788068015,0.0
1,1,1.0,0.09830866594233084,0.0
1,1,1.0,0.09877098938140066,0.0
1,1,1.0,0.09851848398424358,0.0
1,1,1.0,0.09825031008975821,0.0
1,1,1.0,0.09911194386664499,0.0
1,1,1.0,0.10137466590439878,0.0
1,1,1.0,0.10296135897798092,0.0
1,1,1.0,0.10215246708845015,0.0
1,1,1.0,0.10273229296530158,0.0
1,1,1.0,0.10457450006859405,0.0
1,1,1.0,0.10683143548540872,0.0
1,1,1.0,0.10685944647294646,0.0
1,1,1.0,0.10709215346325775,0.0
1,1,1.0,0.109578666056177,0.0
1,1,1.0,0.11122703109166152,0.0
