Iteration,Step size,Angle,Alpha,Beta
18,0.0038087751185603047,0.15627121853285075,1.654861800293087,-0.00044036400791911393
19,0.003554382179056129,0.18133876055028672,2.109716361740765,-0.0004127159463189602
20,0.0026329672871778986,0.15828299148453334,1.6531920476766928,-0.00030020236560057223
21,0.0024688506367128485,0.1832067913768253,2.106717292238153,-0.000223168556041065
22,0.0018241740863822527,0.16020825704774339,1.6519002346129081,-0.0001515713454366747
23,0.0017179230033306208,0.18491820595537503,2.1041113745554783,-4.381481661772285e-05
24,0.0012664619067490434,0.16201594557283222,1.6509104562864008,4.747576515392153e-06
25,0.0011975764595024679,0.18647321032146907,2.102287786348694,5.761748214830316e-05
26,0.0008810029004127674,0.16363703981965955,1.6497905011456135,0.0001637757553944325
1,2.568371650886627,0.26198226408861036,2.470142233033229,-1.1435145237916436e-07
2,0.7629042595310382,0.18620134557538048,1.6313516414058258,-0.0408525178388111
3,0.7626504252169626,0.20898371854637415,2.4878329374084913,0.03982583511484298
4,0.5800232059926567,1.3506683507883932,1.978248480590551,0
5,0.5792858287654551,0.15762090280853128,1.9569501986239262,0
6,0.41134368974834723,1.3922189197299226,1.83204899491937,0
7,0.30558589908648304,0.16289975989955222,1.6080616515023716,0.03143594569314849
8,0.21947320247487223,0.17417250212493413,1.8790125918214835,0.0401369771245035
9,0.16012821896624269,0.1677155680957736,1.6323854177466157,0.026533828564008065
10,0.12790389972446808,0.17469104166951224,1.8829834436666908,0.025523249806228696
11,0.09029824076550219,0.1673363002480672,1.6292296578590386,0.01928021877684122
12,0.07472344635386835,0.17407526762971448,1.8823706556926034,0.020700192278151827
13,0.05160526684817038,0.16813156723521705,1.6334806822229417,0.01509851531814974
14,0.04369694844861265,0.17339552615018006,1.8811925346074072,0.016028886606494763
15,0.02973626368226821,0.1688053707655645,1.6369973845068186,0.011924697818897156
16,0.025501309375252863,0.17284635096808215,1.8799532838080821,0.012752237930800379
17,0.01718204101289071,0.16929752501448295,1.6394576163350636,0.00979335217530984
18,0.014853725091954468,0.17250411289816797,1.879225577423754,0.010623857213729788
19,0.0099436409213454,0.16971281500045007,1.6414625603432202,0.008325283701510604
20,0.00864267506043623,0.17227435947778919,1.8789203996463515,0.009051631611332456
21,0.0057595278573027466,0.17002815130257845,1.6429059424511823,0.007238218258214128
22,0.005025031277947076,0.17214265264802345,1.8790002954188787,0.00787020499005591
23,0.0033378119451018757,0.17025065986361584,1.6440327120999991,0.006368421351154269
24,0.00291978629794489,0.17204352719667537,1.8791816400570458,0.0069304452445450825
25,0.0019348287608631218,0.17040488421298614,1.644967285572175,0.00566126600089702
26,0.0016955143792485815,0.17196476366032173,1.8792447155746512,0.006203542902481796
27,0.0011216381134367072,0.17053146563095767,1.6458804267062428,0.005087241619701455
1,3.81055223041206,1.0322606793932139,3.250522479569263,0.0010402216219397103
2,1.4156451835236903,0.15076258775920506,1.6639798404796478,-0.07482926136783646
3,0.7965304112978645,1.262206024945863,1.8100465240739596,0.00019555044311983123
4,0.7126409451290718,0.1557321317101308,1.9995820305270096,-0.04211100761015933
5,0.3634883492412023,1.377041175258956,1.521871825649761,5.85906871298044e-05
6,0.40785263813952327,0.1660970184493292,2.1401809670172,0.005921374901969172
7,0.1867316154714047,1.4571191682618696,1.4644213686629506,-3.4018974051093694e-05
8,0.23990909312711642,0.16534744259329132,2.2117180378115244,0.00652906280919761
9,0.10199739811066544,0.1866876244534816,1.4149945869570595,0.022426851601509912
10,0.13380916761233336,0.17162329039242288,2.2211548279684274,0.035517835175600594
11,0.058394371182309876,0.1831341785418812,1.442248942889631,0.013286305247794781
12,0.07697857145793639,0.1670553112733368,2.1933464030596674,0.02147266755433165
13,0.03339711974661522,0.18262629357311477,1.4561922798430706,0.010007986983144517
14,0.04412589750003133,0.1651871500092655,2.180560422028408,0.015607110828154398
15,0.019111766278520514,0.18251587689417356,1.4641944942512453,0.008082813344573954
16,0.025267075433385102,0.16417785981674907,2.174014477490316,0.012245132867495113
17,0.010937349675213327,0.18241251636977868,1.4692287727924294,0.006764726210656989
18,0.01446050463771282,0.16355913177452183,2.1706188705207503,0.009990758079295003
19,0.006257152435862491,0.1823065342669465,1.4724049746340715,0.005808637520095549
20,0.008271198432194484,0.163203111891556,2.169127070138767,0.008439612296749064
21,0.003578268263265551,0.18221577226192617,1.4745457567880482,0.005045733574945945
22,0.004728180039079438,0.16297603094352142,2.1684131922304113,0.007256417871786012
23,0.0020449477927002983,0.1821365687596968,1.4759723750733058,0.004472254146558978
24,0.0027010481606889107,0.16285090422748735,2.1683222974462684,0.006397945168762708
25,0.0011681470131866135,0.1820682439271661,1.4769875932475647,0.004018615413107191
1,3.9786634623405734,1.0205185750797026,3.1968523357577205,0.0009939927994811915
2,1.4123267493391274,0.1628425282086756,1.7222367180102003,-0.07207539928538
3,0.892927718948098,1.2399939946984373,1.8281833671635164,-4.4645887727647174e-05
4,0.7886378250139348,0.1627737818463399,2.0153142476870185,-0.03756527840682997
5,0.42691253002424306,1.3533010965557486,1.5482806698895908,2.31860196587873e-05
6,0.5020972021878345,0.16397662218732653,2.163607903110203,0.0062238214890205845
7,0.2410935442051414,1.4312537548606101,1.4941315273692681,5.040126038214319e-05
8,0.3164935710588713,0.16019866979788244,2.218502199077034,0.009108785720682133
9,0.14282147088619063,1.481906761960403,1.470372641663648,4.4837559357641963e-07
10,0.19781799003469153,0.15808517485090437,2.2702392476696525,0.005678285088829079
11,0.08584524813457373,0.17486906567221322,1.432862430068355,0.01806741304647659
12,0.1183669257566417,0.1620923675025985,2.274964170124911,0.029561641843747082
13,0.05263152125223425,0.17235316452355173,1.451582059906145,0.01278210263732578
14,0.07244426213498999,0.15892993233269717,2.254747975174997,0.02068821220874504
15,0.03220814380062056,0.17139978166388037,1.4632152047191993,0.009823116959794969
16,0.044278323971006284,0.1570901573567113,2.2432772003942736,0.0155224689353982
17,0.019690852286599787,0.1708840690473414,1.47049646170316,0.008021052491963278
18,0.027042747579100343,0.15599192299200826,2.236901361099028,0.012380621796823758
19,0.012030469129522634,0.1705245382630382,1.475224455351882,0.0067785637981235955
20,0.01650829806819367,0.15527756901378378,2.2333832175457307,0.01026974518222813
21,0.00734568235483862,0.17025537427677861,1.4783044655748476,0.005882651887732389
22,0.01007305281235204,0.1548073367856248,2.231573355183066,0.008787435442165356
23,0.004482752056951613,0.1700294346665012,1.4804428999530748,0.005170991998854241
24,0.006143995190943093,0.1544773117400872,2.2308097551113257,0.007633614772625723
25,0.002734297756323961,0.169828594565147,1.481949651509749,0.004583781525959656
26,0.0037456126518996286,0.15423916161879767,2.2304723890557985,0.006746938373813364
27,0.0016669298981037636,0.1696703483543766,1.4830561186015037,0.004130230064755722
28,0.0022826622714670437,0.1540692829752386,2.2306575888379925,0.006039641167062212
29,0.0010158706398599583,0.1695133107117554,1.4875478197474454,0
1,4.263791098485756,1.009141896612133,3.268669534124579,0.0008673261256003055
2,1.5196292500016957,0.16441256378322025,1.7575311562036364,-0.07586716315895811
3,1.050729947470099,1.206847784615445,1.8683403510229109,9.219219187015803e-05
4,0.9099276200444049,0.16281505793585466,1.977885318341231,0
5,0.49649701586162825,1.3268311464097713,1.5562399760396368,7.379755282423794e-05
6,0.6946160021928532,0.15546567512325776,2.3633196261367613,-0.031549321698744616
7,0.3164128053585757,1.3904092089926425,1.44575427745903,2.1639484072465076e-05
8,0.4316517457815336,0.15921105859506354,2.362768879088632,0.01838871109584835
9,0.19682744735228677,1.4510364167857124,1.4525809543609243,0
10,0.2808265150697147,0.15423489878316562,2.3653881901227463,0.010181651182603457
11,0.12463316899306708,0.16529520418844013,1.4310858041777834,0.016520316052427018
12,0.17670642390722435,0.15615826459842422,2.347545867755012,0.030532280300395537
13,0.08035746872415889,0.16326156595635358,1.4540062320054328,0.011918842718154268
14,0.11364858475234427,0.15259641410946306,2.3157487276548703,0.021303621738509443
15,0.05178999850327976,0.16259348455219577,1.4679319045452568,0.009637983512043159
16,0.07315188729236274,0.15061882749163644,2.297882288070804,0.016361632231178726
17,0.03339171883338028,0.16220394590550055,1.4770598610423442,0.008014199068528847
18,0.04711862775094042,0.1493284940702356,2.2872256407863385,0.013112668785327629
19,0.021529592820615343,0.16195714276575573,1.483072394118246,0.006866822529628997
20,0.03035911296566748,0.14846721257572923,2.280680859845941,0.010915592167568669
21,0.013877130628511024,0.16175021317634683,1.487078785583365,0.006024867972334189
22,0.019562372465510604,0.14788333515990287,2.276956657806342,0.009357372742893196
23,0.008942911148772747,0.16158342068783002,1.4898492939767072,0.005341988665323371
24,0.012605057164227863,0.14746719376481213,2.274856497579522,0.00815514433347003
25,0.005761301981724836,0.1614425130402294,1.4918010935404435,0.004775151081433337
26,0.008120055023189786,0.14715778051241665,2.2736465595659956,0.007222329317393271
27,0.0037104367777434006,0.1613136337284187,1.4932350912235663,0.0043131687439749225
28,0.005229712610749885,0.1469211810430779,2.273097403776849,0.00645984326421996
29,0.002389096100988871,0.16118456331890807,1.4943933928129172,0.0038740380610026554
30,0.003367027699041723,0.14670230931942185,2.2727083472787926,0.005769860777016807
31,0.0015376747234644031,0.16106935640696607,1.4951768618678116,0.003563593215671361
32,0.002167092721725888,0.14655748984314684,2.2727372159733306,0.005297734860327952
33,0.0009895181607113234,0.16097165823642037,1.4959680152657326,0.003195746786972442
1,4.567625823926215,1.0009852041854985,3.355871091253537,0.0008575852482106116
2,1.6315943498051235,0.162933469390183,1.7715735232103067,-0.07809460738188632
3,1.1883721899670583,1.1814494531500608,1.8855102263114751,9.864009089911532e-05
4,1.04167612314117,1.2272958814900063,1.9921964654903308,0.00022464876858134503
5,0.5903043826408386,1.2964410301209246,1.5751373445871883,9.608913514168585e-06
6,0.8275474477170095,0.1509719788907289,2.353603708072776,-0.02571762709670647
7,0.3924717252035333,1.3587854251953726,1.4682983770289966,3.692344937009213e-05
8,0.5411486332404327,0.15322014132449466,2.348810450688854,0.020512740500924182
9,0.25581104383003755,1.422644804505734,1.4776001498494917,-1.1640534121860558e-05
10,0.36825376480495686,0.14810908435074524,2.3523854169420435,0.010958799765993536
11,0.16947757475758907,0.16143074202232086,1.45533749658703,0.017411581756645676
12,0.24155230233096733,0.15002327402728857,2.3305111035453376,0.03190404960799816
13,0.11406758351847326,0.15997398947219918,1.4800280121384293,0.012826922580924065
14,0.16210491149645773,0.14654261475216784,2.294803722062447,0.02284960872327249
15,0.07666762407971148,0.15976829962008848,1.496206559455354,0.010562155984347685
16,0.10887469145084462,0.1445604353067301,2.2740662250491637,0.01770942758280159
17,0.051560342432764146,0.15973296642013765,1.5073376053482619,0.00879045163449506
18,0.07316687302992775,0.14322047411884223,2.2606338108198853,0.014203281708200862
19,0.034671697002529346,0.15979475987835973,1.514642254513865,0.00765228434658195
20,0.0491990756612305,0.14237764737316197,2.2525266218319078,0.011930948425099244
21,0.023318295159070097,0.15983193139812707,1.5197866633332489,0.006711211892159916
22,0.03309330052167945,0.14177048870064093,2.247310755468302,0.01021128055996321
23,0.01568038562715068,0.15985777992608005,1.523347138702308,0.005983317244024734
24,0.022261621887453044,0.1413429832933592,2.24410782803209,0.008934101060816782
25,0.010543298683500223,0.15986922536109227,1.5259614972217395,0.0053648143461485056
26,0.014974916004371132,0.1410200272691662,2.2421315067503933,0.00790152924159103
27,0.007087996132396666,0.15988478616536822,1.527823969180855,0.004862900101774614
28,0.010072354804000882,0.14078422277766783,2.241028635441972,0.007084518821598505
29,0.004764346743797833,0.15988951226946563,1.529204450689105,0.004432848049353885
30,0.006773534744446156,0.14060084042438956,2.2403613446030564,0.006425589382371164
31,0.003201836355516734,0.1598846561348204,1.530328269729031,0.004034040749814834
32,0.004554345877412006,0.14043186836198734,2.2400997442169417,0.0057995674188937914
33,0.0021513822962947325,0.159874734927492,1.531146550627864,0.0036941458826829925
34,0.0030615090818735904,0.14030978786586437,2.2400504403273613,0.005303118329702783
35,0.0014451393305319276,0.15985471697683917,1.5316015506144423,0.0034657259473469533
36,0.002057073024751158,0.14020872167776235,2.239959368268863,0.005029873747323296
37,0.0009705522644598088,0.15988899261984577,1.535468807427077,0
1,4.831758418502155,0.9940546637250127,3.4197898662690562,0.0008660807960949351
2,1.7331979349540099,0.1606977626306538,1.7803109303442957,-0.0791135730246774
3,1.3081516843300105,1.160943228831919,1.8933292122504553,-7.082551259419729e-05
4,1.1610787108680583,1.2072154408542468,2.0101073237873566,0.0001175108551222889
5,0.676276090902006,1.2708642650549127,1.5859163273491634,-8.723426241753197e-05
6,0.9441345372240609,0.14772435709127416,2.356030118278743,-0.02268910313689718
7,0.4616973377228188,1.3325475152311697,1.483509066856419,2.5473539399551526e-05
8,0.6361116864305495,0.14945360005557018,2.3398052723602794,0.022789898464860577
9,0.3091122056160389,1.3989533919003558,1.4963059149047702,-2.194813166131924e-05
10,0.4466517849163294,0.14410047132130382,2.341097194495312,0.0118567996470856
11,0.21054026039511883,0.15952415129534087,1.473345835104887,0.01830730222558234
12,0.30129181921490195,0.14606798507483795,2.3150449872682604,0.033498023102352094
13,0.1460021528659375,0.15842331597916823,1.5027498426427508,0.013226214956565738
14,0.20844716143551398,0.14241423014206994,2.2757434972531185,0.0232840154413904
15,0.10117450104694335,0.15854096064953585,1.5206199458274778,0.010879444731489094
16,0.14430992608405205,0.1404138494567515,2.2522180127633513,0.018153428388272413
17,0.07011118594947431,0.15874962821640776,1.5326037734016829,0.009188710473453737
18,0.10001565016180343,0.1390263715559898,2.238433887311674,0.014350662778409379
19,0.048558994251999575,0.15889784766725965,1.5402646555757673,0.00787517566590191
20,0.06925776241839313,0.13816007583741502,2.2288479531350736,0.01222858218447755
21,0.03361627150402797,0.1591860362421252,1.5459134615182313,0.007068132050061805
22,0.04799267403867949,0.13757080940794866,2.2231175043436253,0.010515067509620855
23,0.023275356039795463,0.1593497064573765,1.5500529074359486,0.006280922903937705
24,0.033254019371354686,0.13713710952348598,2.219170432339592,0.009210819513266726
25,0.01611468661034099,0.15950501639250775,1.5531120338315618,0.00565671959908878
26,0.023043707717285467,0.1368117169623101,2.2165690990250138,0.00817401615741045
27,0.01115632371174752,0.15963552645246304,1.5553138708098793,0.005157344260041068
28,0.015968369845821388,0.136574591150833,2.214986984740703,0.007350276640955393
29,0.0077228220703399195,0.15973031043193997,1.5569039704853438,0.004720873137556448
30,0.01106379685298635,0.1363832078366518,2.214025476053875,0.006683763174252308
31,0.005345473587426877,0.1598205965614354,1.558156442086374,0.004348707932194303
32,0.0076649988982771785,0.13623700561039098,2.213529927486342,0.0061054486239773475
33,0.003699748501499539,0.1598915637323469,1.559151038978024,0.0039963952053883285
34,0.005309496145475063,0.13611390355227526,2.213219309757442,0.005599373096780699
35,0.0025603387031272627,0.1599542567025958,1.5598905613323852,0.003732021822805423
36,0.003677114290100196,0.1360129153426589,2.2131723739048854,0.005194888892334311
37,0.0017716637549668518,0.1600086753641592,1.5638817145271493,0
38,0.002563220611137237,0.13528624794008287,2.223603821784275,9.804052863970099e-05
39,0.0012224576180620403,0.15932498401901848,1.5528929570251457,0.0034917352000760245
40,0.0017667402852211724,0.13635317849813203,2.2290820009598065,0.004858097430064283
41,0.0008450988831332487,0.15934825149529216,1.5533421916836312,0.00315936264159724
1,5.047894362546047,0.9880990664152184,3.4605902608204193,0.0008612931256697836
2,1.8274827583237583,0.15831786841769976,1.7894006956991548,-0.08044169037127578
3,1.4151981402537035,1.144167892024922,1.9002480366651686,-9.549762120226363e-05
4,1.2595387168949794,0.15246962192144117,2.0482419213218064,-0.026268199742222956
5,0.784382629057305,1.245219096097245,1.621184371599256,-0.00022770894577474088
6,0.9573084997996898,0.14699058411888746,2.172831791325248,0.012298877209304357
7,0.51981980343209,1.3210035129067892,1.5719436825427562,0
8,0.7024540845105859,0.1415917390796652,2.209291701240384,0.014144503245652633
9,0.358537876420822,1.3826102076296551,1.5564034026414633,0
10,0.5075913376495221,0.1385747231731951,2.240939618471458,0.009672256833219858
11,0.24969601836129143,0.16188122407712202,1.5221867920619523,0.01951298263914156
12,0.35100663553942096,0.1412623234041101,2.2248127826730677,0.03253197241733048
13,0.17726843688836774,0.16118323253088018,1.5524377307289128,0.014076217736655643
14,0.2489755932160249,0.13771143519566809,2.190138138882051,0.022661080417972157
15,0.1256405443727678,0.16136544587470517,1.57156249664126,0.011286863917446157
16,0.17641144083580412,0.13568157020722013,2.1688769609342478,0.017444744282942105
17,0.08900740416719644,0.1617895512364385,1.5840964373597284,0.009637393438994528
18,0.12505264644389577,0.13446128465223128,2.1558329438533383,0.014208160940627781
19,0.06305122115980155,0.16217446876906025,1.5925309069394185,0.008425641626727591
20,0.08865808793170425,0.13365639099256574,2.1472714235229517,0.012057966622736964
21,0.04465394413604829,0.1625405740890576,1.598447179473411,0.007514840292314551
22,0.0628614808656167,0.13308514287949696,2.1415903723760237,0.010491619169628794
23,0.031626751970071094,0.1628264713269622,1.6030547077926944,0.00673788141542992
24,0.044588275828774906,0.1326860643225552,2.1384351989363646,0.009055536459793342
25,0.022397583920274133,0.16303139263274039,1.6061293922441449,0.006019977373745942
26,0.031608309160655115,0.13238819041501548,2.135918430615252,0.008117722486901522
27,0.015857369139691022,0.16326223191040523,1.608488185040539,0.005505971294248907
28,0.022406633949507725,0.13214396664659586,2.1342500989368256,0.007346604471248636
29,0.01122625656251807,0.16344787186760593,1.6103291743383221,0.005070514694316352
30,0.01588305174125677,0.13196321397811464,2.133238240607565,0.006693070220513552
31,0.007947531440742417,0.16360353639240308,1.6117379409391124,0.004677492290500317
32,0.011257510176356124,0.13181594057140264,2.1326032281556375,0.006133227495535609
33,0.005626091850662046,0.16373195171228752,1.6128740314578511,0.004318064438418854
34,0.007979064493540598,0.1317014879931865,2.132592897500477,0.005558792830686798
35,0.0039820124660015915,0.16384752079137643,1.6134559412358298,0.003991123646711646
36,0.005652839471122298,0.13162382543963383,2.1324299673166145,0.005229371727513806
37,0.0028180174794983437,0.16397159274947307,1.6142379636245108,0.003729479283094181
38,0.004004718720348468,0.13153864686863248,2.132480249006123,0.004800460614027796
39,0.0019942899919604255,0.1640587880198644,1.614780068056782,0.003462731802728173
40,0.0028365059263989138,0.1314744284954395,2.1325313914879556,0.0044835949706393515
41,0.001411197490433653,0.1641524358388704,1.6153235025301065,0.0031934093542764315
42,0.002008764193277848,0.13140909419607116,2.132389571043565,0.0042369987287064195
43,0.0009983971706519776,0.16426780052195294,1.618782711660748,0
1,5.211826052168036,0.9825075833525149,3.4731885549837274,0.0008766035939129788
2,1.9133390216063837,0.15670322033784154,1.8020826365845677,-0.08173752522582249
3,1.5127284112107915,1.1299581713984743,1.9083240531399397,0.00020790004597916908
4,1.331192199446118,1.1763811367449295,2.0202648929846827,0.0001920843679061024
5,0.8149070030969064,1.2351221360522828,1.6093181357316437,-0.00012204442887038402
6,1.0990101759183233,0.14279101830913207,2.3185800610777294,-0.014943281324466517
7,0.565739921094541,1.3002313040576068,1.5164916961388974,-0.00017514142833350213
8,0.7737658134277702,0.14317227273036728,2.308070062125391,0.02162887211546524
9,0.39054905681386837,0.15901721530297525,1.507403894624998,0.020459403820324053
10,0.539250233926193,0.14251961335591845,2.250298861027999,0.039470680458334656
11,0.2788553762540923,1.4190138829317984,1.5654167893575772,-1.6606541109538155e-05
12,0.39679407401685285,0.13464963954851009,2.234287668582356,0.007313991088490033
13,0.19707728115401835,0.1572131337181401,1.544830592499827,0.013496506054552259
14,0.27881398617582415,0.13656883368676487,2.220423887078092,0.02278505626168177
15,0.14087121417943252,0.1578051630421047,1.5641246975085623,0.011013302517123087
16,0.1994080429015023,0.13462497661816808,2.1971758049828334,0.017652932525361296
17,0.10069862149473621,0.15845908283550736,1.5768141768742034,0.009500434774325555
18,0.14270187637012954,0.13344481333043426,2.182408633302944,0.01453523260178901
19,0.07199313521719822,0.15905148598865695,1.5855376379880406,0.008432305247276475
20,0.1021681153896825,0.1326697632885062,2.172681230710732,0.01243842392816036
21,0.05149161030200573,0.15953033317911153,1.592101583287796,0.007552610312854607
22,0.07318170715284654,0.1321154909257952,2.1661179026065063,0.01080585927623145
23,0.036832501973888744,0.15996105181199594,1.5966101343888521,0.00683334352598021
24,0.05244114185082097,0.1317243207483486,2.162156778701826,0.009466035365313496
25,0.02634963209681388,0.16025393161762982,1.6000950134504563,0.006126334773116753
26,0.03756203478717339,0.13138191790268475,2.1589426661287043,0.008464847704384838
27,0.01884578188075072,0.16055690147480567,1.6026918120480875,0.0056428187464247735
28,0.02690751479055579,0.1311513218162268,2.1569241298456956,0.007667607939419276
29,0.013479995417695083,0.16079636187026702,1.6046832523130594,0.005189712391292018
30,0.019274304712928448,0.1309626195173732,2.1555661786895346,0.006984041327590871
31,0.00964178617366595,0.1610075245660727,1.6062094360599604,0.004798048747940246
32,0.013805772385286786,0.13081638627925973,2.154760302790201,0.00640161487314729
33,0.006896485614397768,0.1611930441868349,1.6074099932535149,0.0044398485482696134
34,0.009887898247695223,0.13069767694765436,2.1542673781970243,0.005892546986397014
35,0.004932674761872942,0.16136028852284934,1.6083491124068652,0.0041246714483057665
36,0.007081123262082086,0.13060267445077955,2.1540209160189123,0.005445039759194663
37,0.0035279030615813474,0.1615084939452551,1.609053467695572,0.0038643786327260746
38,0.00507048472274136,0.13053163580352073,2.154018796714374,0.005073284349739146
39,0.0025231441184652226,0.16163528473644906,1.609601252235431,0.0036106303614999863
40,0.0036305000154300128,0.13047235860488957,2.154255095853059,0.004705551030091393
41,0.0018045241849279096,0.16173819481587037,1.613339338378669,0
42,0.0026156746215890416,0.12984214355167026,2.16431529678988,1.3338762956519228e-05
43,0.001286970671731298,0.16112964114211048,1.6019556438837381,0.003360972653972095
44,0.0018643551935213826,0.13084617997197948,2.1694000349367726,0.004409097705083187
45,0.0009198555201536944,0.16120037462926215,1.6054513917859934,0
1,5.320782937956131,0.9761847620439567,3.4419076232430945,0.0009317377679320687
2,1.9937736663628687,0.1570295204671743,1.8246804250783246,-0.0831701933072819
3,1.6229152890508631,1.1149737711996948,1.9256210928089375,-8.128191588742879e-05
4,1.3879499099587722,1.1689595838764772,2.0109767443862743,0.00018961279758008677
5,0.879129028755724,1.2198439995268429,1.6310375432846065,0.0002156433583436666
6,1.1476695557867689,0.14112160090102638,2.275588036753309,-0.010225037071764672
7,0.6086431220006254,1.2866099772139974,1.5377850819331225,4.8973888863172255e-05
8,0.8239259318013995,0.1404911000961071,2.2722445552698143,0.02272553147794273
9,0.4228240232349682,1.3550555500880364,1.5436182199847812,-6.09078862217956e-05
10,0.6080828983752607,0.13593617424540577,2.2891780949871188,0.011666611070603499
11,0.29961561246498664,0.15618977266377382,1.5130245259670307,0.020018402344900692
12,0.4276544358872442,0.1382306185146426,2.265817829407897,0.034439474924744924
13,0.21617272656271244,0.15581357390582032,1.544403222338047,0.014374794378319877
14,0.3084069682322434,0.1347369397144139,2.225855137799719,0.02419572223151734
15,0.15572833260971541,0.15649692848359112,1.5651545229533046,0.011614590847748784
16,0.22223717192531103,0.1327269512669692,2.2003417830342404,0.01870857898639228
17,0.11220316024047493,0.15718571487110325,1.5797480456928799,0.009822895808914309
18,0.16025966879546272,0.1314390073581872,2.184045367028265,0.014998179877259522
19,0.08083762374128373,0.15785685534932245,1.5888171432599594,0.008728033893342726
20,0.11560709119729494,0.13069796263458203,2.1737653482414463,0.012899113636723086
21,0.058247907421953564,0.15844731046838642,1.5956659544933463,0.00783178807752962
22,0.08341793392658578,0.13014550015230675,2.166496161703104,0.011265855171046264
23,0.04197918750623673,0.15893510001014374,1.600808322936174,0.007105149991091523
24,0.060217841197953204,0.12975136014231528,2.1616553374101257,0.00993334276025928
25,0.030260520417183034,0.15931173227615905,1.6045703343364217,0.006463178377751749
