t,Elastic energy,Dissipated energy,Total energy,Time elapsed,Outer iterations,Inner iterations
0.64,256.63879794228313,418.47492293171115,675.1137208739932,2.1014158040002258,4.0,6.0
0.65,264.536686098075,418.6568313322066,683.1935174302814,1.8775730359998306,4.0,6.0
0.66,272.5457676942185,418.8470474296828,691.3928151239011,1.5781059809996805,4.0,6.0
0.67,280.6655279989654,419.04582642145317,699.7113544204176,1.5065515780001988,4.0,6.0
0.68,288.89566866822764,419.2532099427716,708.1488786109995,1.6027369820003514,4.0,6.0
0.6900000000000001,297.2357461802135,419.46938341585354,716.7051295960672,1.2939106950002497,4.0,6.0
0.7000000000000001,305.6850990896696,419.69474611651,725.3798452061806,1.5539307989997724,4.0,6.0
0.71,314.2431244044869,419.9296317115505,734.1727561160377,1.7583439359996191,4.0,6.0
0.72,322.9092538562577,420.17433439955767,743.083588255816,1.280461612000181,4.0,6.0
0.73,331.68296208718726,420.4291009402634,752.1120630274497,1.493770284999755,4.0,6.0
0.74,340.5635986456607,420.6942999927537,761.2578986384133,1.5134134289996837,4.0,6.0
0.75,349.55043245027343,420.97037158065723,770.5208040309299,2.158826984999905,4.0,6.0
0.76,358.64292781784695,421.25755748067473,779.9004852985211,1.5651363669999228,4.0,6.0
0.77,367.84036801619084,421.5562734283249,789.3966414445159,1.8427796820001277,4.0,6.0
0.78,377.142282270027,421.8666871592584,799.008969429285,1.5499528129998907,4.0,6.0
0.79,386.54788975450515,422.1892718046684,808.7371615591738,2.041474390000076,4.0,6.0
0.8,396.0562561568244,422.52464314840233,818.5808993052268,1.1815592250000009,4.0,6.0
0.81,405.6670573957916,422.8728033232951,828.5398607190866,1.5259040740002092,4.0,6.0
0.8200000000000001,415.37948077503995,423.234241493019,838.6137222680577,2.12559604199987,5.0,8.0
0.8300000000000001,425.19293810063493,423.60921704819344,848.802155148829,1.857805596000162,5.0,8.0
0.84,435.1067446502386,423.99808198215226,859.1048266323917,1.8569707219999145,5.0,8.0
0.85,445.1200784711119,424.40131970158683,869.5213981726988,2.1381177950001984,5.0,8.0
0.86,455.2322909544562,424.8192352511215,880.0515262055762,2.1572308979998525,5.0,8.0
0.87,465.4426116104842,425.2522505233476,890.6948621338323,1.8577825930001381,5.0,8.0
0.88,475.7502146964012,425.7008378726273,901.4510525690285,1.4899760630000856,5.0,9.0
0.89,486.1545797096369,426.16515892075046,912.3197386303871,1.609495245999824,5.0,9.0
0.9,496.6547371293459,426.64582053581574,923.3005576651635,1.6459670320000441,5.0,9.0
0.91,507.24985096767506,427.1432899366426,934.393140904318,1.9734218400003556,5.0,9.0
0.92,517.9392703652184,427.65784581874703,945.5971161839632,1.3370918109999366,4.0,7.0
0.93,528.7222764452613,428.1898290764449,956.9121055217057,1.3301139320001312,4.0,7.0
0.9400000000000001,539.5982370581935,428.7394883883578,968.3377254465504,1.9059130050000022,5.0,9.0
0.9500000000000001,550.565836428499,429.3077501794328,979.873586607931,1.6401350339997407,5.0,9.0
0.96,561.6242619354271,429.8950342270741,991.5192961625011,1.6705603989998963,5.0,9.0
0.97,572.7729410921288,430.50151274432636,1003.2744538364542,1.8759405850000803,6.0,10.0
0.98,584.0112685678592,431.12738787814544,1015.1386564460033,1.6592957560001196,5.0,9.0
0.99,595.3375473165917,431.77394861238,1027.1114959289716,1.404978927999764,4.0,8.0
1.0,606.7521405317295,432.4404180992642,1039.1925586309942,1.676910874999976,5.0,9.0
